imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,polygon.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0019755000000714062,0.004645699999855424,0.004645699999855424,1.8901306000000204,space,1.8767847999999958,None,,,,,,,,,,,,,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,6.062093199999936,None,0,0,0,0,1.9790487999998732,,,,,,,,,1.9453091999998833,1.9790487999998732,1.9790487999998732,1.9790487999998732,1.9790487999998732,1.9790487999998732,8.053602799999908,left,6.062093199999936,None,8.053708599999936,8.05417199999988,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,0.571216800000002,None,0,1,1,1,8.077831500000002,,,,,,,,,8.070621500000016,8.077831500000002,8.077831500000002,8.077831500000002,8.077831500000002,8.077831500000002,8.653663300000062,right,0.571216800000002,None,8.653752899999972,8.654141600000003,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,right,8.016059499999983,None,0,2,2,2,8.673361500000055,,,,,,,,,8.666160900000023,8.673361500000055,8.673361500000055,8.673361500000055,8.673361500000055,8.673361500000055,16.702194899999995,right,8.016059499999983,None,16.702272499999935,16.70265130000007,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.3668025999998008,None,0,3,3,3,16.72230680000007,,,,,,,,,16.715444599999955,16.72230680000007,16.72230680000007,16.72230680000007,16.72230680000007,16.72230680000007,17.10207769999988,right,0.3668025999998008,None,17.10213419999991,17.10240759999988,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,right,0.3138624000000618,None,0,4,4,4,17.120266799999854,,,,,,,,,17.112349699999868,17.120266799999854,17.120266799999854,17.120266799999854,17.120266799999854,17.120266799999854,17.43538509999985,right,0.3138624000000618,None,17.435449099999914,17.43575369999985,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.5879626000000826,None,0,5,5,5,17.453757099999848,,,,,,,,,17.44527979999998,17.453757099999848,17.453757099999848,17.453757099999848,17.453757099999848,17.453757099999848,18.052101699999866,right,0.5879626000000826,None,18.052191600000015,18.05267609999987,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,right,0.26551949999998214,None,0,6,6,6,18.070739300000014,,,,,,,,,18.064012899999852,18.070739300000014,18.070739300000014,18.070739300000014,18.070739300000014,18.070739300000014,18.352491800000053,right,0.26551949999998214,None,18.352582499999926,18.353019299999914,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.1628957000000355,None,0,7,7,7,18.374145699999872,,,,,,,,,18.367328099999895,18.374145699999872,18.374145699999872,18.374145699999872,18.374145699999872,18.374145699999872,18.55207849999988,right,0.1628957000000355,None,18.552155200000016,18.55252419999988,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,right,0.16548260000013215,None,0,8,8,8,18.571934199999987,,,,,,,,,18.564934699999867,18.571934199999987,18.571934199999987,18.571934199999987,18.571934199999987,18.571934199999987,18.751673799999935,right,0.16548260000013215,None,18.75172929999985,18.751996599999984,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/102_C2_DV.jpg,left,same,0,9,9,0,right,0.17599079999990863,None,0,9,9,9,18.76993070000003,,,,,,,,,18.761133599999994,18.76993070000003,18.76993070000003,18.76993070000003,18.76993070000003,18.76993070000003,18.951881100000037,right,0.17599079999990863,None,18.951936899999964,18.95220930000005,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,right,0.16686359999994238,None,0,10,10,10,18.969765599999846,,,,,,,,,18.96137069999986,18.969765599999846,18.969765599999846,18.969765599999846,18.969765599999846,18.969765599999846,19.152970500000038,right,0.16686359999994238,None,19.15316759999996,19.153883199999882,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,right,0.12769729999990886,None,0,11,11,11,19.177006699999993,,,,,,,,,19.16985039999986,19.177006699999993,19.177006699999993,19.177006699999993,19.177006699999993,19.177006699999993,19.31836529999987,right,0.12769729999990886,None,19.31841869999994,19.31868919999988,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,right,0.1450585999998566,None,0,12,12,12,19.336389099999906,,,,,,,,,19.32751059999987,19.336389099999906,19.336389099999906,19.336389099999906,19.336389099999906,19.336389099999906,19.48522090000006,right,0.1450585999998566,None,19.485300199999983,19.4856749999999,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,right,0.14697549999982584,None,0,13,13,13,19.503200200000038,,,,,,,,,19.495957699999963,19.503200200000038,19.503200200000038,19.503200200000038,19.503200200000038,19.503200200000038,19.651917899999944,right,0.14697549999982584,None,19.651979399999846,19.65227200000004,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,right,0.1400160999999116,None,0,14,14,14,19.669775800000025,,,,,,,,,19.66179299999999,19.669775800000025,19.669775800000025,19.669775800000025,19.669775800000025,19.669775800000025,19.818524099999877,right,0.1400160999999116,None,19.81859459999987,19.81893919999993,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,right,0.13890599999990627,None,0,15,15,15,19.837534199999936,,,,,,,,,19.830412699999897,19.837534199999936,19.837534199999936,19.837534199999936,19.837534199999936,19.837534199999936,19.98499300000003,right,0.13890599999990627,None,19.985063399999945,19.985395299999936,735483,,,001,2024-12-26_22h59.08.450,glasgowFaceRecognition-Yagmur,2024.2.4,60.01720092978535,2024-12-26 22h59.14.391423 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,,,,0,16,16,16,20.003766499999983,,,,,,,,,19.9965737,20.003766499999983,20.003766499999983,20.003766499999983,20.003766499999983,20.003766499999983,,,,,,,,,,,,,,,,
