imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,same_text.started,different_text.started,key_resp_2.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0017287000082433224,0.005061800125986338,0.005061800125986338,0.8296620000619441,space,0.807767900172621,None,,,,,,,,,,,,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,0.8487766999751329,None,0,0,0,0,0.9156849000137299,,,,,,,,,0.8806712999939919,0.9156849000137299,0.9156849000137299,0.9156849000137299,0.9156849000137299,1.7798219001851976,left,0.8487766999751329,None,1.7799033999908715,1.7802716000005603,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,0.4774841000325978,None,0,1,1,1,1.8004888000432402,,,,,,,,,1.793550900183618,1.8004888000432402,1.8004888000432402,1.8004888000432402,1.8004888000432402,2.2807961001526564,right,0.4774841000325978,None,2.2808704001363367,2.2812525001354516,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,left,0.6582884998060763,None,0,2,2,2,2.298828599974513,,,,,,,,,2.291815400123596,2.298828599974513,2.298828599974513,2.298828599974513,2.298828599974513,2.9632008001208305,left,0.6582884998060763,None,2.963274900102988,2.963658900000155,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.224362000124529,None,0,3,3,3,2.981337600154802,,,,,,,,,2.9744361001066864,2.981337600154802,2.981337600154802,2.981337600154802,2.981337600154802,3.21317210001871,right,0.224362000124529,None,3.213238700060174,3.213613700121641,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.09325379994697869,None,0,4,4,4,3.232398899970576,,,,,,,,,3.2254702001810074,3.232398899970576,3.232398899970576,3.232398899970576,3.232398899970576,3.3294913000427186,left,0.09325379994697869,None,3.329542899969965,3.3298285000491887,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.16943030012771487,None,0,5,5,5,3.347948400070891,,,,,,,,,3.3388578000012785,3.347948400070891,3.347948400070891,3.347948400070891,3.347948400070891,3.529460099991411,right,0.16943030012771487,None,3.5295110000297427,3.529783200006932,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.06585819995962083,None,0,6,6,6,3.547955600079149,,,,,,,,,3.539322700118646,3.547955600079149,3.547955600079149,3.547955600079149,3.547955600079149,3.629468500148505,left,0.06585819995962083,None,3.629520900081843,3.6297785001806915,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.09409040003083646,None,0,7,7,7,3.6477250000461936,,,,,,,,,3.6391427000053227,3.6477250000461936,3.6477250000461936,3.6477250000461936,3.6477250000461936,3.746330900117755,right,0.09409040003083646,None,3.7463843000587076,3.7467082999646664,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,left,0.1532664999831468,None,0,8,8,8,3.764509000116959,,,,,,,,,3.7562255000229925,3.764509000116959,3.764509000116959,3.764509000116959,3.764509000116959,3.9295775999780744,left,0.1532664999831468,None,3.9296318001579493,3.9299179001245648,027846,,,001,2024-12-26_22h21.20.081,glasgowFaceRecognition-Yagmur,2024.2.4,59.98854217103576,2024-12-26 22h21.25.809231 +0300,
