imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,arrow_left.started,arrow_right.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.002243999999791413,0.007954300000164949,0.007954300000164949,3.5484409999999116,space,3.5284837999997762,None,,,,,,,,,,,,,,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,3.546116500000153,None,0,0,0,0,3.654496300000119,,,,,,,,,3.6030338000000484,3.654496300000119,3.654496300000119,3.654496300000119,3.654496300000119,3.654496300000119,3.654496300000119,7.212388100000226,left,3.546116500000153,None,7.212458599999991,7.212799599999926,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,0.07198569999991378,None,0,1,1,1,7.2326793000002,,,,,,,,,7.225270999999793,7.2326793000002,7.2326793000002,7.2326793000002,7.2326793000002,7.2326793000002,7.2326793000002,7.312311499999851,right,0.07198569999991378,None,7.312367600000016,7.312614599999961,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,left,0.14978219999966313,None,0,2,2,2,7.3301415999999335,,,,,,,,,7.321628400000009,7.3301415999999335,7.3301415999999335,7.3301415999999335,7.3301415999999335,7.3301415999999335,7.3301415999999335,7.495317800000066,left,0.14978219999966313,None,7.495377900000221,7.495650700000169,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.054328500000337954,None,0,3,3,3,7.513729799999965,,,,,,,,,7.504559599999993,7.513729799999965,7.513729799999965,7.513729799999965,7.513729799999965,7.513729799999965,7.513729799999965,7.578818599999977,right,0.054328500000337954,None,7.578874899999846,7.579153099999985,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.09918110000035085,None,0,4,4,4,7.597281500000008,,,,,,,,,7.588209099999858,7.597281500000008,7.597281500000008,7.597281500000008,7.597281500000008,7.597281500000008,7.597281500000008,7.712283700000171,left,0.09918110000035085,None,7.712339100000008,7.71264599999995,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.06872819999989588,None,0,5,5,5,7.731662900000174,,,,,,,,,7.721597100000054,7.731662900000174,7.731662900000174,7.731662900000174,7.731662900000174,7.731662900000174,7.731662900000174,7.812179300000025,right,0.06872819999989588,None,7.812234200000148,7.812513899999885,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.13086209999983112,None,0,6,6,6,7.8301369000000705,,,,,,,,,7.821699000000081,7.8301369000000705,7.8301369000000705,7.8301369000000705,7.8301369000000705,7.8301369000000705,7.8301369000000705,7.962147300000197,left,0.13086209999983112,None,7.962202300000172,7.962472000000162,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.07614730000022973,None,0,7,7,7,7.980514700000185,,,,,,,,,7.971182000000226,7.980514700000185,7.980514700000185,7.980514700000185,7.980514700000185,7.980514700000185,7.980514700000185,8.061970499999916,right,0.07614730000022973,None,8.06202600000006,8.06230749999986,844017,,,001,2024-12-26_23h16.12.283,glasgowFaceRecognition-Yagmur,2024.2.4,60.094781489401804,2024-12-26 23h16.47.263158 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,,,,0,8,8,8,8.080169400000159,,,,,,,,,8.071494899999834,8.080169400000159,8.080169400000159,8.080169400000159,8.080169400000159,8.080169400000159,8.080169400000159,,,,,,,,,,,,,,,,
