imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,same_text.started,different_text.started,key_resp_2.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0016442998312413692,0.004705799976363778,0.004705799976363778,1.0734272999688983,space,1.0633529999759048,None,,,,,,,,,,,,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,right,0.667519300011918,None,0,0,0,0,1.1516285999678075,,,,,,,,,1.1179410999175161,1.1516285999678075,1.1516285999678075,1.1516285999678075,1.1516285999678075,1.8210469000041485,right,0.667519300011918,None,1.8211073998827487,1.8214084999635816,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,left,0.1087863000575453,None,0,1,1,1,1.8390571000054479,,,,,,,,,1.8321926998905838,1.8390571000054479,1.8390571000054479,1.8390571000054479,1.8390571000054479,1.9542330999393016,left,0.1087863000575453,None,1.9542841999791563,1.9545439998619258,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,right,0.18201109999790788,None,0,2,2,2,1.9723866998683661,,,,,,,,,1.9648234997875988,1.9723866998683661,1.9723866998683661,1.9723866998683661,1.9723866998683661,2.1707562999799848,right,0.18201109999790788,None,2.170818799873814,2.171115499921143,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,left,0.054484100081026554,None,0,3,3,3,2.1890008999034762,,,,,,,,,2.1820894998963922,2.1890008999034762,2.1890008999034762,2.1890008999034762,2.1890008999034762,2.2541888998821378,left,0.054484100081026554,None,2.2542397999204695,2.2545260000042617,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,right,0.14643110008910298,None,0,4,4,4,2.272512099938467,,,,,,,,,2.264926799805835,2.272512099938467,2.272512099938467,2.272512099938467,2.272512099938467,2.4209697998594493,right,0.14643110008910298,None,2.4210223997943103,2.421301599824801,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,left,0.0366947001311928,None,0,5,5,5,2.439296299824491,,,,,,,,,2.4316884998697788,2.439296299824491,2.439296299824491,2.439296299824491,2.439296299824491,2.4873708998784423,left,0.0366947001311928,None,2.4874225999228656,2.4876897998619825,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,right,0.2665297999046743,None,0,6,6,6,2.5054880999960005,,,,,,,,,2.4980570999905467,2.5054880999960005,2.5054880999960005,2.5054880999960005,2.5054880999960005,2.787283099954948,right,0.2665297999046743,None,2.787337299901992,2.7876357999630272,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,left,0.38772510015405715,None,0,7,7,7,2.8073732999619097,,,,,,,,,2.8002590998075902,2.8073732999619097,2.8073732999619097,2.8073732999619097,2.8073732999619097,3.2042171999346465,left,0.38772510015405715,None,3.2042784998193383,3.204591599991545,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,right,0.2924090998712927,None,0,8,8,8,3.223463899921626,,,,,,,,,3.2166701999958605,3.223463899921626,3.223463899921626,3.223463899921626,3.223463899921626,3.5208990999963135,right,0.2924090998712927,None,3.520958999870345,3.521278299856931,958545,,,001,2024-12-26_22h27.42.435,glasgowFaceRecognition-Yagmur,2024.2.4,60.00041999216812,2024-12-26 22h27.48.818986 +0300,
