imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,polygon.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.00204659999985779,0.008508499999834385,0.008508499999834385,0.8681233999998312,space,0.8500761000000239,None,,,,,,,,,,,,,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,1.9390951000000314,None,0,0,0,0,0.9441858999998658,,,,,,,,,0.9090481999999156,0.9441858999998658,0.9441858999998658,0.9441858999998658,0.9441858999998658,0.9441858999998658,2.8985508999999183,left,1.9390951000000314,None,2.898611200000005,2.898930599999858,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,2.0378794000000653,None,0,1,1,1,2.917056499999944,,,,,,,,,2.90879219999988,2.917056499999944,2.917056499999944,2.917056499999944,2.917056499999944,2.917056499999944,4.9650905999999395,right,2.0378794000000653,None,4.965158699999847,4.965505499999836,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,left,3.011553099999901,None,0,2,2,2,4.9836842999998225,,,,,,,,,4.976703799999996,4.9836842999998225,4.9836842999998225,4.9836842999998225,4.9836842999998225,4.9836842999998225,7.9982678999999735,left,3.011553099999901,None,7.998331599999801,7.998641899999939,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.29007660000002033,None,0,3,3,3,8.016541599999982,,,,,,,,,8.00870759999998,8.016541599999982,8.016541599999982,8.016541599999982,8.016541599999982,8.016541599999982,8.314591699999937,right,0.29007660000002033,None,8.314647799999875,8.314937599999894,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.2622070999998414,None,0,4,4,4,8.33301849999998,,,,,,,,,8.324447499999906,8.33301849999998,8.33301849999998,8.33301849999998,8.33301849999998,8.33301849999998,8.59812359999978,left,0.2622070999998414,None,8.598177799999803,8.598443699999962,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.2257916999999452,None,0,5,5,5,8.616155399999798,,,,,,,,,8.607190799999898,8.616155399999798,8.616155399999798,8.616155399999798,8.616155399999798,8.616155399999798,8.8480169999998,right,0.2257916999999452,None,8.848085999999967,8.848427999999785,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.5445075999998608,None,0,6,6,6,8.86685169999987,,,,,,,,,8.859759999999824,8.86685169999987,8.86685169999987,8.86685169999987,8.86685169999987,8.86685169999987,9.414440499999955,left,0.5445075999998608,None,9.414503999999852,9.414813199999799,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.2743471999999656,None,0,7,7,7,9.432772699999987,,,,,,,,,9.42500229999996,9.432772699999987,9.432772699999987,9.432772699999987,9.432772699999987,9.432772699999987,9.714659699999856,right,0.2743471999999656,None,9.71471819999988,9.715131999999812,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,left,0.278799600000184,None,0,8,8,8,9.732639599999857,,,,,,,,,9.724652299999889,9.732639599999857,9.732639599999857,9.732639599999857,9.732639599999857,9.732639599999857,10.014434999999821,left,0.278799600000184,None,10.014489400000002,10.014760899999828,706609,,,001,2024-12-26_23h01.08.359,glasgowFaceRecognition-Yagmur,2024.2.4,60.02206411077419,2024-12-26 23h01.14.597907 +0300,
