imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,polygon.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0027471999999306718,0.007241199999953096,0.007241199999953096,1.0072852999999213,space,0.9456135000000359,None,,,,,,,,,,,,,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,0.662838899999997,None,0,0,0,0,1.0828616999999667,,,,,,,,,1.0464848999999958,1.0828616999999667,1.0828616999999667,1.0828616999999667,1.0828616999999667,1.0828616999999667,1.7623528999999962,left,0.662838899999997,None,1.762402399999928,1.7626167999999325,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,0.507625599999983,None,0,1,1,1,1.78122709999991,,,,,,,,,1.771718299999975,1.78122709999991,1.78122709999991,1.78122709999991,1.78122709999991,1.78122709999991,2.2956243999999515,right,0.507625599999983,None,2.295672199999899,2.295912899999962,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,left,1.0548209000000952,None,0,2,2,2,2.31410429999994,,,,,,,,,2.3054726999999957,2.31410429999994,2.31410429999994,2.31410429999994,2.31410429999994,2.31410429999994,3.3791186999999354,left,1.0548209000000952,None,3.379191599999899,3.379552599999897,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.7621302000000014,None,0,3,3,3,3.39904039999999,,,,,,,,,3.3914173999999093,3.39904039999999,3.39904039999999,3.39904039999999,3.39904039999999,3.39904039999999,4.162417799999957,right,0.7621302000000014,None,4.1624683000000005,4.1627017999999225,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.2926224999999931,None,0,4,4,4,4.180712099999937,,,,,,,,,4.17211779999991,4.180712099999937,4.180712099999937,4.180712099999937,4.180712099999937,4.180712099999937,4.4786037999999735,left,0.2926224999999931,None,4.4786505999999235,4.478893099999937,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.1675214000000551,None,0,5,5,5,4.4973024999999325,,,,,,,,,4.486768299999994,4.4973024999999325,4.4973024999999325,4.4973024999999325,4.4973024999999325,4.4973024999999325,4.678798699999902,right,0.1675214000000551,None,4.67885119999994,4.679091999999969,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.03921990000003461,None,0,6,6,6,4.697387099999901,,,,,,,,,4.687798899999962,4.697387099999901,4.697387099999901,4.697387099999901,4.697387099999901,4.697387099999901,4.74538229999996,left,0.03921990000003461,None,4.745431399999916,4.74568069999998,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.1411728000000494,None,0,7,7,7,4.763755899999978,,,,,,,,,4.754576899999961,4.763755899999978,4.763755899999978,4.763755899999978,4.763755899999978,4.763755899999978,4.9119126999999025,right,0.1411728000000494,None,4.911959799999977,4.9121922999999015,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,left,0.0857899999999745,None,0,8,8,8,4.930782699999895,,,,,,,,,4.921569999999974,4.930782699999895,4.930782699999895,4.930782699999895,4.930782699999895,4.930782699999895,5.028557699999965,left,0.0857899999999745,None,5.028606999999965,5.028847100000007,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/102_C2_DV.jpg,left,same,0,9,9,0,right,0.1379920999999058,None,0,9,9,9,5.047119499999894,,,,,,,,,5.037830099999951,5.047119499999894,5.047119499999894,5.047119499999894,5.047119499999894,5.047119499999894,5.195101999999906,right,0.1379920999999058,None,5.195149999999899,5.195388199999911,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,left,0.11490830000002461,None,0,10,10,10,5.2138722999999345,,,,,,,,,5.204081900000006,5.2138722999999345,5.2138722999999345,5.2138722999999345,5.2138722999999345,5.2138722999999345,5.346004099999959,left,0.11490830000002461,None,5.346113799999898,5.346636799999942,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,right,0.06442770000001019,None,0,11,11,11,5.368224599999962,,,,,,,,,5.360414099999957,5.368224599999962,5.368224599999962,5.368224599999962,5.368224599999962,5.368224599999962,5.445251199999916,right,0.06442770000001019,None,5.4452991999999085,5.445535799999902,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,left,0.08101899999996931,None,0,12,12,12,5.464185199999974,,,,,,,,,5.454845899999896,5.464185199999974,5.464185199999974,5.464185199999974,5.464185199999974,5.464185199999974,5.561978499999896,left,0.08101899999996931,None,5.56202739999992,5.562305100000003,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,right,0.0764332999999624,None,0,13,13,13,5.580458499999963,,,,,,,,,5.571701999999959,5.580458499999963,5.580458499999963,5.580458499999963,5.580458499999963,5.580458499999963,5.661727299999939,right,0.0764332999999624,None,5.66177689999995,5.662041599999952,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.06521039999995537,None,0,14,14,14,5.680456099999901,,,,,,,,,5.670869999999923,5.680456099999901,5.680456099999901,5.680456099999901,5.680456099999901,5.680456099999901,5.761620599999901,left,0.06521039999995537,None,5.761668399999962,5.761899799999924,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,right,0.06880639999997129,None,0,15,15,15,5.780247999999915,,,,,,,,,5.770578199999932,5.780247999999915,5.780247999999915,5.780247999999915,5.780247999999915,5.780247999999915,5.861736099999916,right,0.06880639999997129,None,5.861786099999904,5.86199309999995,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.07266520000007404,None,0,16,16,16,5.880154399999924,,,,,,,,,5.870806499999958,5.880154399999924,5.880154399999924,5.880154399999924,5.880154399999924,5.880154399999924,5.961930999999936,left,0.07266520000007404,None,5.961980899999958,5.962219000000005,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,right,0.06924770000000535,None,0,17,17,17,5.9802722999999105,,,,,,,,,5.971496399999978,5.9802722999999105,5.9802722999999105,5.9802722999999105,5.9802722999999105,5.9802722999999105,6.061758499999996,right,0.06924770000000535,None,6.061805699999923,6.062037499999974,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/235_C2_DV.jpg,left,same,0,18,18,0,left,0.04891720000000532,None,0,18,18,18,6.080354599999964,,,,,,,,,6.071019399999955,6.080354599999964,6.080354599999964,6.080354599999964,6.080354599999964,6.080354599999964,6.145246399999905,left,0.04891720000000532,None,6.145294299999932,6.145535599999903,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
same/303_DV_C2.jpg,left,same,0,19,19,0,right,0.08520469999996294,None,0,19,19,19,6.163781199999903,,,,,,,,,6.15400939999995,6.163781199999903,6.163781199999903,6.163781199999903,6.163781199999903,6.163781199999903,6.261722799999916,right,0.08520469999996294,None,6.261770999999953,6.262005099999897,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/013_235_R.jpg,right,different,0,20,20,0,left,0.030500699999947756,None,0,20,20,20,6.282586899999956,,,,,,,,,6.271886300000006,6.282586899999956,6.282586899999956,6.282586899999956,6.282586899999956,6.282586899999956,6.3286984000000075,left,0.030500699999947756,None,6.328807299999994,6.329380199999946,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/019_074_L.jpg,right,different,0,21,21,0,right,0.1328452999999854,None,0,21,21,21,6.348205899999925,,,,,,,,,6.342962799999896,6.348205899999925,6.348205899999925,6.348205899999925,6.348205899999925,6.348205899999925,6.494660599999975,right,0.1328452999999854,None,6.494714599999952,6.494980899999973,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/025_235_L.jpg,right,different,0,22,22,0,left,0.10689480000007734,None,0,22,22,22,6.511106299999938,,,,,,,,,6.5033818999999085,6.511106299999938,6.511106299999938,6.511106299999938,6.511106299999938,6.511106299999938,6.628703999999971,left,0.10689480000007734,None,6.628802999999948,6.62928629999999,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/049_218_L.jpg,right,different,0,23,23,0,right,0.12824639999996634,None,0,23,23,23,6.6500005999999985,,,,,,,,,6.644219999999905,6.6500005999999985,6.6500005999999985,6.6500005999999985,6.6500005999999985,6.6500005999999985,6.794735199999991,right,0.12824639999996634,None,6.794790899999953,6.795065399999999,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/076_109_R.jpg,right,different,0,24,24,0,left,0.09361860000001343,None,0,24,24,24,6.81103429999996,,,,,,,,,6.803773999999976,6.81103429999996,6.81103429999996,6.81103429999996,6.81103429999996,6.81103429999996,6.911352299999976,left,0.09361860000001343,None,6.911420199999952,6.911745999999994,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/077_133_R.jpg,right,different,0,25,25,0,right,0.17849520000004304,None,0,25,25,25,6.927632299999914,,,,,,,,,6.921800899999994,6.927632299999914,6.927632299999914,6.927632299999914,6.927632299999914,6.927632299999914,7.111404999999991,right,0.17849520000004304,None,7.1114677999999,7.111780599999975,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/091_283_R.jpg,right,different,0,26,26,0,left,0.1222063000000162,None,0,26,26,26,7.127516700000001,,,,,,,,,7.121595599999978,7.127516700000001,7.127516700000001,7.127516700000001,7.127516700000001,7.127516700000001,7.261208399999987,left,0.1222063000000162,None,7.2612675999999965,7.261561999999913,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/092_283_L.jpg,right,different,0,27,27,0,right,0.17101940000009108,None,0,27,27,27,7.277629099999899,,,,,,,,,7.270440099999973,7.277629099999899,7.277629099999899,7.277629099999899,7.277629099999899,7.277629099999899,7.461695299999974,right,0.17101940000009108,None,7.461792599999967,7.462296899999956,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
different/102_224_R.jpg,right,different,0,28,28,0,left,0.1430347000000438,None,0,28,28,28,7.482629999999972,,,,,,,,,7.477050899999995,7.482629999999972,7.482629999999972,7.482629999999972,7.482629999999972,7.482629999999972,7.628168799999912,left,0.1430347000000438,None,7.6282244999999875,7.628496199999972,515344,,,001,2024-12-26_22h53.18.374,glasgowFaceRecognition-Yagmur,2024.2.4,59.98811035653417,2024-12-26 22h53.31.713242 +0300,
