imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,same_text.started,different_text.started,key_resp_2.started,polygon.started,polygon.stopped,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0015765998978167772,0.004823700059205294,0.004823700059205294,0.731079800054431,space,0.709236599970609,None,,,,,,,,,,,,,,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,2.3721645998302847,None,0,0,0,0,0.8054933999665082,,,,,,,,,0.7707752999849617,0.8054933999665082,0.8054933999665082,0.8054933999665082,0.8054933999665082,0.8054933999665082,1.81087759998627,3.178961700061336,left,2.3721645998302847,None,3.1790362000465393,3.1794016999192536,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,left,1.4213262000121176,None,0,1,1,1,3.1963563999161124,,,,,,,,,3.189870599890128,3.1963563999161124,3.1963563999161124,3.1963563999161124,3.1963563999161124,3.1963563999161124,4.2110534000676125,4.628665700089186,left,1.4213262000121176,None,4.62875929987058,4.6292516000103205,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,right,0.7123398000840098,None,0,2,2,2,4.650026699993759,,,,,,,,,4.643652099883184,4.650026699993759,4.650026699993759,4.650026699993759,4.650026699993759,4.650026699993759,,5.378419500077143,right,0.7123398000840098,None,5.378486099885777,5.3787990000564605,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,left,0.3813765000086278,None,0,3,3,3,5.396103200037032,,,,,,,,,5.389927600044757,5.396103200037032,5.396103200037032,5.396103200037032,5.396103200037032,5.396103200037032,,5.778507600072771,left,0.3813765000086278,None,5.778562600025907,5.778847099980339,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.470222300151363,None,0,4,4,4,5.796298899920657,,,,,,,,,5.788521599955857,5.796298899920657,5.796298899920657,5.796298899920657,5.796298899920657,5.796298899920657,,6.278019499965012,left,0.470222300151363,None,6.278089300030842,6.278449200093746,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,left,0.32206649985164404,None,0,5,5,5,6.296375799924135,,,,,,,,,6.29026239993982,6.296375799924135,6.296375799924135,6.296375799924135,6.296375799924135,6.296375799924135,,6.627955100033432,left,0.32206649985164404,None,6.6280173000413924,6.628373899962753,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.2681438000872731,None,0,6,6,6,6.645939500071108,,,,,,,,,6.639139000093564,6.645939500071108,6.645939500071108,6.645939500071108,6.645939500071108,6.645939500071108,,6.927967600058764,left,0.2681438000872731,None,6.928020399995148,6.928290100069717,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,left,0.38374190009199083,None,0,7,7,7,6.945696499897167,,,,,,,,,6.937752899946645,6.945696499897167,6.945696499897167,6.945696499897167,6.945696499897167,6.945696499897167,,7.345006099902093,left,0.38374190009199083,None,7.345089700073004,7.345471699954942,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,left,0.21573479985818267,None,0,8,8,8,7.362587200012058,,,,,,,,,7.356149799888954,7.362587200012058,7.362587200012058,7.362587200012058,7.362587200012058,7.362587200012058,,7.594643899938092,left,0.21573479985818267,None,7.59469940001145,7.594990799902007,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/102_C2_DV.jpg,left,same,0,9,9,0,left,0.27672960003837943,None,0,9,9,9,7.612419799901545,,,,,,,,,7.605020999908447,7.612419799901545,7.612419799901545,7.612419799901545,7.612419799901545,7.612419799901545,,7.8945027000736445,left,0.27672960003837943,None,7.894558399915695,7.894845499889925,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/108_DV_C2.jpg,left,same,0,10,10,0,left,0.5693077999167144,None,0,10,10,10,7.912494400050491,,,,,,,,,7.904582499992102,7.912494400050491,7.912494400050491,7.912494400050491,7.912494400050491,7.912494400050491,,8.494414400076494,left,0.5693077999167144,None,8.494489199947566,8.494817999890074,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/115_C2_DV.jpg,left,same,0,11,11,0,left,0.22537630004808307,None,0,11,11,11,8.512724899919704,,,,,,,,,8.506182299926877,8.512724899919704,8.512724899919704,8.512724899919704,8.512724899919704,8.512724899919704,,8.744450300000608,left,0.22537630004808307,None,8.74450429994613,8.744782600086182,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/120_DV_C2.jpg,left,same,0,12,12,0,left,0.17604110017418861,None,0,12,12,12,8.762503900099546,,,,,,,,,8.754371199989691,8.762503900099546,8.762503900099546,8.762503900099546,8.762503900099546,8.762503900099546,,8.944613799918443,left,0.17604110017418861,None,8.944669799879193,8.944956300081685,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/129_C2_DV.jpg,left,same,0,13,13,0,left,0.19951820001006126,None,0,13,13,13,8.96225899993442,,,,,,,,,8.954371500061825,8.96225899993442,8.96225899993442,8.96225899993442,8.96225899993442,8.96225899993442,,9.17773210001178,left,0.19951820001006126,None,9.177796199917793,9.178161300020292,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/136_C2_DV.jpg,left,same,0,14,14,0,left,0.5260807001031935,None,0,14,14,14,9.195748900063336,,,,,,,,,9.189334800001234,9.195748900063336,9.195748900063336,9.195748900063336,9.195748900063336,9.195748900063336,,9.72783049987629,left,0.5260807001031935,None,9.727907899999991,9.728289399994537,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/139_DV_C2.jpg,left,same,0,15,15,0,left,0.28706749994307756,None,0,15,15,15,9.747206500032917,,,,,,,,,9.741018800064921,9.747206500032917,9.747206500032917,9.747206500032917,9.747206500032917,9.747206500032917,,10.04435779992491,left,0.28706749994307756,None,10.044417300028726,10.044710299931467,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/168_C2_DV.jpg,left,same,0,16,16,0,left,0.2116538998670876,None,0,16,16,16,10.061962999869138,,,,,,,,,10.055052399868146,10.061962999869138,10.061962999869138,10.061962999869138,10.061962999869138,10.061962999869138,,10.278128399979323,left,0.2116538998670876,None,10.278225800022483,10.278730700025335,467189,,,001,2024-12-26_22h33.32.802,glasgowFaceRecognition-Yagmur,2024.2.4,60.05962717644513,2024-12-26 22h33.39.131306 +0300,
same/170_DV_C2.jpg,left,same,0,17,17,0,,,,0,17,17,17,10.300415100064129,,,,,,,,,10.294250899925828,10.300415100064129,10.300415100064129,10.300415100064129,10.300415100064129,10.300415100064129,,,,,,,,,,,,,,,,,
