imageFile,corrAns,sameOrDiff,ori,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials_faceRecognition.thisRepN,trials_faceRecognition.thisTrialN,trials_faceRecognition.thisN,trials_faceRecognition.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,same_text.started,different_text.started,image.started,key_resp_2.started,arrow_left.started,arrow_right.started,trial.stopped,trials_faceRecognition.key_resp_2.keys,trials_faceRecognition.key_resp_2.rt,trials_faceRecognition.key_resp_2.duration,feedback.started,feedback.stopped,thanks_message.started,thank_you_message.started,Participant ID,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0017480999999861524,0.004386499999782245,0.004386499999782245,1.3220368000002054,space,1.2973162000002958,None,,,,,,,,,,,,,,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/020_C2_DV.jpg,left,same,0,0,0,0,left,1.5609488999998575,None,0,0,0,0,1.4051988999999594,,,,,,,,,1.3695400999999947,1.4051988999999594,1.4051988999999594,1.4051988999999594,1.4051988999999594,1.4051988999999594,1.4051988999999594,2.9691846999999143,left,1.5609488999998575,None,2.9692615999997543,2.9696531999998115,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/025_C2_DV.jpg,left,same,0,1,1,0,right,0.288598500000262,None,0,1,1,1,2.9891923999998653,,,,,,,,,2.9819440000001123,2.9891923999998653,2.9891923999998653,2.9891923999998653,2.9891923999998653,2.9891923999998653,2.9891923999998653,3.285455700000057,right,0.288598500000262,None,3.2855147000000215,3.2858172999999624,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/068_C2_DV.jpg,left,same,0,2,2,0,left,0.21389339999996082,None,0,2,2,2,3.303358499999831,,,,,,,,,3.295334599999933,3.303358499999831,3.303358499999831,3.303358499999831,3.303358499999831,3.303358499999831,3.303358499999831,3.51847749999979,left,0.21389339999996082,None,3.5185373999997864,3.5188272000000325,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/069_C2_DV.jpg,left,same,0,3,3,0,right,0.19712909999998374,None,0,3,3,3,3.536649600000146,,,,,,,,,3.527658900000006,3.536649600000146,3.536649600000146,3.536649600000146,3.536649600000146,3.536649600000146,3.536649600000146,3.735443699999905,right,0.19712909999998374,None,3.7354983000000175,3.7357751999998072,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/074_C2_DV.jpg,left,same,0,4,4,0,left,0.18041119999998045,None,0,4,4,4,3.7532772999998087,,,,,,,,,3.7447354000000814,3.7532772999998087,3.7532772999998087,3.7532772999998087,3.7532772999998087,3.7532772999998087,3.7532772999998087,3.93540239999993,left,0.18041119999998045,None,3.9354576999999153,3.935736200000065,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/075_DV_C2.jpg,left,same,0,5,5,0,right,0.18898929999977554,None,0,5,5,5,3.9531401999997797,,,,,,,,,3.9448154000001523,3.9531401999997797,3.9531401999997797,3.9531401999997797,3.9531401999997797,3.9531401999997797,3.9531401999997797,4.151839099999961,right,0.18898929999977554,None,4.151892400000179,4.152175900000202,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/081_C2_DV.jpg,left,same,0,6,6,0,left,0.14715949999981603,None,0,6,6,6,4.170132499999909,,,,,,,,,4.161262000000079,4.170132499999909,4.170132499999909,4.170132499999909,4.170132499999909,4.170132499999909,4.170132499999909,4.318665199999941,left,0.14715949999981603,None,4.31871880000017,4.3189941000000545,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/085_C2_DV.jpg,left,same,0,7,7,0,right,0.14885000000003856,None,0,7,7,7,4.336810400000104,,,,,,,,,4.327759899999819,4.336810400000104,4.336810400000104,4.336810400000104,4.336810400000104,4.336810400000104,4.336810400000104,4.501642100000026,right,0.14885000000003856,None,4.501695599999948,4.501975700000003,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
same/092_C2_DV.jpg,left,same,0,8,8,0,left,0.0695160999998734,None,0,8,8,8,4.519870699999956,,,,,,,,,4.511319700000058,4.519870699999956,4.519870699999956,4.519870699999956,4.519870699999956,4.519870699999956,4.519870699999956,4.601859200000035,left,0.0695160999998734,None,4.6019123000000945,4.6021968999998535,,,888392,,,001,2024-12-26_23h19.45.148,glasgowFaceRecognition-Yagmur,2024.2.4,59.962571362903894,2024-12-26 23h19.52.033460 +0300,
